lhs,est_dd_ext,est_dd_int,est_dd_thd,est_dm_ext,est_dm_int,est_dm_thd,est_md_ext,est_md_int,est_md_thd,est_mm_ext,est_mm_int,est_mm_thd,est_d_ext,est_d_int,est_d_thd,est_m_ext,est_m_int,est_m_thd,est_c_ext,est_c_int,est_c_thd,pvalue_dd_ext,pvalue_dd_int,pvalue_dd_thd,pvalue_dm_ext,pvalue_dm_int,pvalue_dm_thd,pvalue_md_ext,pvalue_md_int,pvalue_md_thd,pvalue_mm_ext,pvalue_mm_int,pvalue_mm_thd,pvalue_d_ext,pvalue_d_int,pvalue_d_thd,pvalue_m_ext,pvalue_m_int,pvalue_m_thd,pvalue_c_ext,pvalue_c_int,pvalue_c_thd
dd_ext,NA,0.40219109928267055,0.31930066562865683,0.2622623905814171,0.16084593108543557,0.07540380192716986,0.0551413778168095,0.05066934552036195,0.0108883106624833,0.06953039162446512,0.04967045474140204,0.01934722153681087,0.26714295703951224,0.1578273211306494,0.1454367290272127,0.13929703349392225,0.08344237029713283,0.06699760426563488,0.06594700349588109,0.02566643403383473,0.02582124609350128,NA,0,0,0,0,0,0,0,0.17498880926110583,0,0,0.00687680078187891,0,0,0,0,0,0,0,4.1388766414129925e-8,0.17894872892646596
dd_int,0.40219109928267055,NA,0.3749229180017196,0.16084593108543557,0.23406482187176417,0.10774019688053336,0.04109825698128264,0.0504532831623577,0.01149900439152196,0.05529206133354331,0.05599706063078338,0.02521679552100567,0.20332141383545613,0.20545323252892608,0.16297156342830327,0.1083367980799337,0.0771344349039849,0.05706742276516087,0.04891580113249216,0.02423161299471361,0.00441305643845142,0,NA,0,0,0,0,0,0,0.04275922023942735,0,0,6.601883355550342e-7,0,0,0,0,0,0,0,2.464695114667848e-13,0.7520397071962841
dd_thd,0.31930066562865683,0.3749229180017196,NA,0.07540380192716986,0.10774019688053336,0.09420629584672668,-0.00902892718392234,9.784250159008412e-4,0.02566743617428957,0.00332893913097154,-9.348748695224627e-4,0.01072583047298411,0.13215274013486247,0.11450616803117925,0.18390674575756288,0.03496976594672333,0.02332214894311553,0.02592261539809422,0.04407837673923624,0.02872767484042604,0.0870353791746242,0,0,NA,0,0,0,0.2502260493330182,0.8597731901560588,0.02320825561453143,0.6726430739315763,0.8477587552095087,0.2971158788107622,0,0,0,8.701056561921661e-7,5.552738466807483e-7,0.01134810397495078,1.4559464744934305e-12,1.3391298508746983e-5,2.6724932358490605e-4
dm_ext,0.2622623905814171,0.16084593108543557,0.07540380192716986,NA,0.4021910992826706,0.31930066562865683,0.08928945686150482,0.05967628641128664,0.03348993716538603,0.09161900127606376,0.06225436933507744,0.02384045682767135,0.2671429570395122,0.15782732113064937,0.14543672902721266,0.16223153038495755,0.09220716526652484,0.08278407101490529,0.0773555995412841,0.03751450395294732,0.02322480150859879,0,0,0,NA,0,0,0,0,2.594507230302412e-5,0,0,0.00103549228489452,0,0,0,0,0,0,0,1.3322676295501878e-15,0.22799445323225376
dm_int,0.16084593108543557,0.23406482187176417,0.10774019688053336,0.4021910992826706,NA,0.3749229180017195,0.05627830531512104,0.05083041027195781,0.01185176683737274,0.06382849981312828,0.06318713939981768,0.01431032310940305,0.2033214138354561,0.20545323252892603,0.16297156342830324,0.11543044749989326,0.08955924407102127,0.05118335011013476,0.05412329928524116,0.026090715554800942,0.02989401959880026,0,0,0,0,NA,0,0,0,0.01537569904385938,0,0,0.00120747710949276,0,0,0,0,0,0,0,0,0.01111716146778607
dm_thd,0.07540380192716986,0.10774019688053336,0.09420629584672668,0.31930066562865683,0.3749229180017195,NA,0.00619429661288858,0.01847775094637332,0.01066854551019488,0.02897907505128099,0.01080362660360328,-9.239636058594867e-5,0.13215274013486245,0.11450616803117922,0.18390674575756283,0.05597665396239562,0.03258413269302399,0.04005016572516831,0.0403834331852249,0.02534171266035242,0.06663478655124919,0,0,0,0,0,NA,0.3775843051338222,2.1860695836339872e-4,0.3036956243254625,3.3531556890231684e-5,0.01460324266892842,0.9922181223894476,0,0,0,0,1.7985612998927536e-14,1.096308825099257e-5,8.808509477375992e-13,2.0511355323105107e-5,0.00267423496235919
md_ext,0.0551413778168095,0.04109825698128264,-0.00902892718392234,0.08928945686150482,0.05627830531512104,0.00619429661288858,NA,0.4021910992826706,0.31930066562865683,0.2622623905814171,0.16084593108543557,0.07540380192716986,0.15583503693032502,0.1083937749099666,0.0814534246962826,0.26714295703951224,0.15782732113064943,0.14543672902721266,0.08414777083019276,0.03617904383650658,0.01450770472008508,0,0,0.2502260493330182,0,0,0.3775843051338222,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.220446049250313e-16,0.4342139139987806
md_int,0.05066934552036195,0.0504532831623577,9.784250159008412e-4,0.05967628641128664,0.05083041027195781,0.01847775094637332,0.4021910992826706,NA,0.3749229180017196,0.16084593108543557,0.23406482187176417,0.10774019688053334,0.11706873238348428,0.10658915744778184,0.07165189231175247,0.20332141383545616,0.20545323252892608,0.16297156342830327,0.06504490621935784,0.03914364681981706,0.03336949345061316,0,0,0.8597731901560588,0,0,2.1860695836339872e-4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0114462333455636
md_thd,0.0108883106624833,0.01149900439152196,0.02566743617428957,0.03348993716538603,0.01185176683737274,0.01066854551019488,0.31930066562865683,0.3749229180017196,NA,0.07540380192716986,0.10774019688053336,0.09420629584672668,0.04776763872047017,0.0508950174571175,0.05096801055861193,0.1321527401348625,0.11450616803117926,0.18390674575756288,0.0409205635350245,0.04970550812160101,0.0877500807001052,0.17498880926110583,0.04275922023942735,0.02320825561453143,2.594507230302412e-5,0.01537569904385938,0.3036956243254625,0,0,NA,0,0,0,5.88640247656258e-13,0,2.1368498555052184e-6,0,0,0,3.3581137870442035e-11,7.327471962526033e-15,1.896361251580991e-4
mm_ext,0.06953039162446512,0.05529206133354331,0.00332893913097154,0.09161900127606376,0.06382849981312828,0.02897907505128099,0.2622623905814171,0.16084593108543557,0.07540380192716986,NA,0.4021910992826706,0.31930066562865683,0.16333522991807756,0.10312175083643275,0.08596649203622207,0.2671429570395123,0.1578273211306494,0.14543672902721272,0.1066998456188982,0.05360351383271204,0.06585221205543418,0,0,0.6726430739315763,0,0,3.3531556890231684e-5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1.3214416616569302e-4
