chisq,df,pvalue,cfi,tli,srmr,rmsea,rmsea.ci.lower,rmsea.ci.upper,Test
3838.73451128697,78,0,0.990107633812545,0.973366706418391,0.0159209410317779,0.0105634540899787,0.0102800478766216,0.0108496073682296,ONEKID: With MISC
28285.8966962846,186,0,0.926085059417243,0.916547647729145,0.0486858191921292,0.0186987597779134,0.0185153088412373,0.0188828714575945,ONEKID: without MISC
