chisq,df,pvalue,cfi,tli,srmr,rmsea,rmsea.ci.lower,rmsea.ci.upper,Test
3.02392909023806e-09,0,NA,0.999999999999995,1,6.98593475452439e-08,0,0,0,Baseline
253.7234348054,1,0,0.999557365609935,0.907046778086417,3.54570927679876e-07,0.0189339326540135,0.0170123063191133,0.0209304046536506,T1: GM-Ext
878.339593431403,1,0,0.998463376868405,0.677309142365062,5.15643515981671e-07,0.035277835827728,0.0333388859802535,0.0372569842366469,T2: GM-Int
4.90242037171626,1,0.02681908092528,0.999993165076035,0.998564665967398,1.25076137444463e-07,0.00235280045426038,0.000643221132071836,0.00459612953305165,T3: GM_Thd
192.403432181999,1,0,0.999664764996862,0.929600649340911,3.54505648534112e-07,0.0164775611056313,0.0145615002216797,0.018479597368573,T4: GF_Ext
578.549305528639,1,0,0.9989884468578,0.787573840138025,4.25282429295947e-07,0.0286228321166364,0.0266885518292023,0.0306066503734564,T5: GF-Int
4.12976749471913,1,0.0421351394930055,0.999994518344818,0.998848852411734,1.01478860710921e-07,0.00210704644216395,0.000328304283113619,0.00437941406784378,T6: GF-Thd
1136.96544844696,3,0,0.998013907554659,0.8609735288261,5.15593793921033e-07,0.0231556701204639,0.0220343021167393,0.0242974151912947,T7: GM
775.082505127027,3,0,0.998647730199617,0.90534111397316,4.62914425116867e-07,0.0191068590037303,0.0179874038279778,0.0202509851017844,T8: GF
1912.04795401427,6,0,0.996661637753504,0.883157321372641,9.20597693411136e-07,0.0212280135660918,0.0204332627874372,0.02203386884373,T9: GM-GF
2327.00969527499,9,0,0.995940104215416,0.905269098359704,0.00447958850659518,0.0191141257835281,0.0184646533136177,0.0197718128538474,CM1: MF
2024.52171613338,9,0,0.996469899096735,0.917630978923813,0.00307622043330969,0.0178234001088537,0.0171741379578117,0.0184814666448693,CM2: GM
1956.88161611954,9,0,0.996588367866505,0.920395250218455,0.00205019187505925,0.0175217748297996,0.0168725653286727,0.0181799389622399,CM3: GF
2233.19053604979,15,0,0.99611493324421,0.945609065418933,0.00478910822470878,0.0144834446770089,0.0139800648775657,0.0149933091598308,CM4: GP
7363.6472866973,21,0,0.987139664330259,0.87139664330259,0.0199797934996213,0.0222707455672534,0.0218444670172146,0.0227000482433523,CM5: MFGP
2648.1522781664,18,0,0.995393399704622,0.94625632988726,0.00655761164306815,0.0143970086154834,0.0139372282625958,0.0148622244321587,CM6: MF + GP
2660.50019363463,21,0,0.995377027226681,0.953770272266808,0.00663448270398207,0.0133527055454698,0.0129269053230324,0.0137835230629833,AM1: MF
2833.06757218111,30,0,0.99509054589228,0.96563382124596,0.00787797505266643,0.0115126214979905,0.0111560561584407,0.0118732481456685,AM2: GP
2845.41548698768,33,0,0.995074173415497,0.968653830825892,0.00794207669971853,0.0109951419540606,0.010655077059408,0.0113390684007147,AM3: MF + GP
3876.88868957053,42,0,0.993283354915697,0.966416774578482,0.0102775814953894,0.0113807217806454,0.0110790935889561,0.0116852834580079,IG1: MF
3560.01023152041,60,0,0.993869880348682,0.978544581220387,0.0102809514966466,0.00909655819105424,0.00884385811327875,0.00935181014958983,IG2: GP
4591.4834341894,69,0,0.99207906184873,0.975892796930918,0.0121758184116325,0.00964233058940686,0.00940665258550977,0.00988010625018388,IG3: MF + GP
11386.7979718945,75,0,0.980187865048289,0.94452602213521,0.0253885262902022,0.0146269325469595,0.0144009933480042,0.0148541557226605,GEN1: MF = GP AM
5865.57185717022,78,0,0.98986331306819,0.972708919798973,0.0162917258148927,0.0102593292331702,0.0100376475823371,0.0104827582064725,GEN2: MF = GP IG
12660.8863903734,84,0,0.977972116275634,0.944930290689085,0.027599790082337,0.0145735379490761,0.0143600110530773,0.0147882153990112,GEN3: MFGP AM + IG
