lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper
md_ext,~~,dd_ext,,0.0551413778168095,0.005206033896803199,10.591820742978536,0,0.04493773887678052,0.06534501675683849
md_ext,~~,dd_int,,0.04109825698128264,0.003748147411295411,10.964952140737314,0,0.033752023046396594,0.04844449091616868
md_ext,~~,dd_thd,,-0.009028927183922342,0.007852603286479489,-1.1498004998505695,0.2502260493330182,-0.024419746810303,0.0063618924424583174
md_int,~~,dd_ext,,0.05066934552036195,0.0037854141319668554,13.385416695222927,0,0.04325007015513797,0.05808862088558594
md_int,~~,dd_int,,0.0504532831623577,0.0026805896153516474,18.821711042008605,0,0.04519942405893639,0.055707142265779004
md_int,~~,dd_thd,,9.784250159008412e-4,0.0055383731367985595,0.17666289210452457,0.8597731901560588,-0.00987658686516846,0.011833436896970142
md_thd,~~,dd_ext,,0.010888310662483303,0.008027673745138771,1.3563469328928341,0.17498880926110583,-0.004845640757626456,0.02662226208259306
md_thd,~~,dd_int,,0.01149900439152196,0.0056755657417878295,2.0260543027204405,0.042759220239427354,3.750999457284611e-4,0.02262290883731546
md_thd,~~,dd_thd,,0.02566743617428957,0.011307295821211382,2.269988915133888,0.023208255614531437,0.003505543602175011,0.04782932874640413
md_ext,~~,dm_ext,,0.08928945686150482,0.005194305743696289,17.189873154822433,0,0.07910880467917054,0.09947010904383909
md_ext,~~,dm_int,,0.05627830531512104,0.003267551239775047,17.223388765892924,0,0.04987402256752275,0.06268258806271934
md_ext,~~,dm_thd,,0.006194296612888584,0.007020178245183014,0.8823560309368043,0.37758430513382213,-0.007564999912721717,0.019953593138498885
md_int,~~,dm_ext,,0.05967628641128664,0.0038724302312935673,15.410551732871905,0,0.05208646262530714,0.06726611019726614
md_int,~~,dm_int,,0.05083041027195781,0.0023362049238591473,21.757684761656822,0,0.046251532760688746,0.055409287783226874
md_int,~~,dm_thd,,0.018477750946373328,0.004998738352384859,3.696482921047015,2.1860695836339872e-4,0.008680403807559916,0.028275098085186738
md_thd,~~,dm_ext,,0.033489937165386036,0.00796162936362629,4.206417510263545,2.594507230302412e-5,0.01788543035442196,0.04909444397635011
md_thd,~~,dm_int,,0.01185176683737274,0.004890539612668339,2.4234067763549447,0.015375699043859381,0.0022664853315763327,0.021437048343169146
md_thd,~~,dm_thd,,0.010668545510194888,0.010372508367774225,1.0285405546974928,0.3036956243254625,-0.009661197319982929,0.030998288340372705
mm_ext,~~,dd_ext,,0.06953039162446512,0.005258531051568848,13.222398221594828,0,0.05922386015180464,0.07983692309712559
mm_ext,~~,dd_int,,0.05529206133354331,0.0038136017437261894,14.49864591249075,0,0.04781753926446083,0.06276658340262578
mm_ext,~~,dd_thd,,0.003328939130971542,0.007878710775979805,0.4225233322589573,0.6726430739315763,-0.012113050234556494,0.018770928496499577
mm_int,~~,dd_ext,,0.04967045474140204,0.0033888248377296768,14.657132522281225,0,0.04302848010953708,0.056312429373267
mm_int,~~,dd_int,,0.05599706063078338,0.0023841064649723974,23.48765101454129,0,0.051324297824128375,0.06066982343743838
mm_int,~~,dd_thd,,-9.348748695224627e-4,0.00486967581011527,-0.19197887210079664,0.8477587552095087,-0.010479264073734302,0.008609514334689376
mm_thd,~~,dd_ext,,0.01934722153681087,0.007158341062964342,2.702752127432021,0.006876800781878911,0.005317130864346596,0.033377312209275145
mm_thd,~~,dd_int,,0.02521679552100567,0.005071023185959347,4.972723372834491,6.601883355550342e-7,0.01527777271175779,0.03515581833025355
mm_thd,~~,dd_thd,,0.010725830472984116,0.01028720242753921,1.04263822438943,0.2971158788107622,-0.009436715786665745,0.030888376732633976
mm_ext,~~,dm_ext,,0.09161900127606376,0.005264315685490947,17.40378175430781,0,0.08130113212925222,0.1019368704228753
mm_ext,~~,dm_int,,0.06382849981312828,0.003333641071972911,19.14678228251891,0,0.057294683374677885,0.07036231625157868
mm_ext,~~,dm_thd,,0.028979075051280993,0.006986188171162173,4.148052463130297,3.3531556890231684e-5,0.01528639784658339,0.04267175225597859
mm_int,~~,dm_ext,,0.06225436933507744,0.003459788717619305,17.993691065018254,0,0.05547330805442559,0.0690354306157293
mm_int,~~,dm_int,,0.06318713939981768,0.0020637204755194517,30.618070688043677,0,0.05914232159364168,0.06723195720599368
mm_int,~~,dm_thd,,0.010803626603603289,0.004423959476924002,2.4420717820668414,0.014603242668928429,0.0021328253597675904,0.01947442784743899
mm_thd,~~,dm_ext,,0.023840456827671358,0.00726687752905636,3.280701612535248,0.0010354922848945236,0.009597638590657475,0.03808327506468524
mm_thd,~~,dm_int,,0.01431032310940305,0.004420712306720268,3.2371079854368303,0.0012074771094927605,0.005645886202218342,0.02297476001658776
mm_thd,~~,dm_thd,,-9.239636058594869e-5,0.009473351352467605,-0.00975329185503939,0.9922181223894475,-0.01865982382431626,0.018475031103144364
m_ext,~~,dd_ext,,0.13929703349392225,0.004696604787815708,29.659092000948707,0,0.13009185726018507,0.14850220972765943
m_ext,~~,dd_int,,0.1083367980799337,0.003492039057412039,31.023936530716366,0,0.1014925272947989,0.11518106886506849
m_ext,~~,dd_thd,,0.03496976594672333,0.007109196059406654,4.918948029355934,8.701056561921661e-7,0.021035997711252218,0.048903534182194446
m_int,~~,dd_ext,,0.08344237029713283,0.003272715743635921,25.49636963106061,0,0.07702796530796921,0.08985677528629646
m_int,~~,dd_int,,0.0771344349039849,0.0022871507512982653,33.72512059390958,0,0.07265170180422657,0.08161716800374323
m_int,~~,dd_thd,,0.023322148943115534,0.004658692791859977,5.006157303152887,5.552738466807483e-7,0.014191278856033628,0.03245301903019744
m_thd,~~,dd_ext,,0.06699760426563488,0.006994885412021413,9.578084603143429,0,0.05328788078208829,0.08070732774918146
m_thd,~~,dd_int,,0.05706742276516087,0.005096521649968976,11.197327645122092,0,0.04707842388479303,0.06705642164552872
m_thd,~~,dd_thd,,0.02592261539809422,0.010238837789604766,2.531792761128885,0.011348103974950785,0.005854862086921188,0.04599036870926725
m_ext,~~,dm_ext,,0.16223153038495755,0.0046817656709861825,34.65178349064715,0,0.15305543828576865,0.17140762248414645
m_ext,~~,dm_int,,0.11543044749989326,0.0030692151930915863,37.60910859548478,0,0.1094148962606306,0.12144599873915592
m_ext,~~,dm_thd,,0.05597665396239562,0.00633501214541409,8.836076818403114,0,0.043560258315760186,0.06839304960903106
m_int,~~,dm_ext,,0.09220716526652484,0.003363519948705992,27.413889815637525,0,0.08561478730577908,0.0987995432272706
m_int,~~,dm_int,,0.08955924407102127,0.001976701673395254,45.30741551768461,0,0.08568497998298652,0.09343350815905602
m_int,~~,dm_thd,,0.03258413269302399,0.004251196451509251,7.664697001112719,1.7985612998927536e-14,0.02425194075686138,0.040916324629186596
m_thd,~~,dm_ext,,0.08278407101490529,0.006974914621616699,11.86882929840322,0,0.06911348956129475,0.09645465246851583
m_thd,~~,dm_int,,0.051183350110134765,0.004456561374318694,11.484942270756797,0,0.0424486503215778,0.05991804989869173
m_thd,~~,dm_thd,,0.04005016572516831,0.00910800222521309,4.397250322831503,1.096308825099257e-5,0.02219880939263999,0.057901522057696636
c_ext,~~,dd_ext,,0.06594700349588109,0.00436501231748895,15.108091042872077,0,0.05739173656152904,0.07450227043023315
c_ext,~~,dd_int,,0.048915801132492165,0.0031356933002129827,15.599676514654575,0,0.04276995519751118,0.05506164706747315
c_ext,~~,dd_thd,,0.044078376739236244,0.0062269622450783655,7.078632406045931,1.4559464744934303e-12,0.031873755005791975,0.056282998472680514
c_int,~~,dd_ext,,0.02566643403383473,0.004679538818282351,5.484821267762391,4.138876641412992e-8,0.0164947064857442,0.03483816158192526
c_int,~~,dd_int,,0.024231612994713617,0.0033099768942233287,7.32078010484102,2.4646951146678475e-13,0.01774417749237615,0.030719048497051083
c_int,~~,dd_thd,,0.028727674840426043,0.006598584961133059,4.353611419666126,1.3391298508746985e-5,0.015794685967677618,0.041660663713174464
c_thd,~~,dd_ext,,0.025821246093501282,0.019212251796147113,1.343998942314485,0.17894872892646596,-0.011834075488862013,0.06347656767586457
c_thd,~~,dd_int,,0.0044130564384514265,0.013967534706812045,0.3159509914300878,0.7520397071962841,-0.022962808539713397,0.03178892141661625
c_thd,~~,dd_thd,,0.0870353791746242,0.023877121085307856,3.645137069233153,2.6724932358490605e-4,0.040237081792918884,0.13383367655632952
c_ext,~~,dm_ext,,0.0773555995412841,0.00439719755944449,17.592022758935727,0,0.06873725069186548,0.08597394839070271
c_ext,~~,dm_int,,0.054123299285241164,0.0027112313195774953,19.962626904765717,0,0.048809383545112266,0.05943721502537006
c_ext,~~,dm_thd,,0.0403834331852249,0.005649653644231572,7.14794848113518,8.808509477375992e-13,0.029310315517405556,0.05145655085304425
c_int,~~,dm_ext,,0.03751450395294732,0.0046904830054840824,7.998004450519404,1.3322676295501878e-15,0.028321326192101336,0.04670768171379331
c_int,~~,dm_int,,0.026090715554800942,0.0028362812849720893,9.1989167975128,0,0.020531706386230662,0.03164972472337122
c_int,~~,dm_thd,,0.025341712660352428,0.005949805718325167,4.259250446161788,2.0511355323105107e-5,0.013680307737424636,0.03700311758328022
c_thd,~~,dm_ext,,0.02322480150859879,0.019265042140504035,1.2055411734485393,0.22799445323225376,-0.014533987247435542,0.060983590264633125
c_thd,~~,dm_int,,0.029894019598800267,0.01177396060507876,2.5389943623478173,0.011117161467786074,0.006817480857452481,0.05297055834014805
c_thd,~~,dm_thd,,0.06663478655124919,0.022190172032187285,3.002896347743231,0.00267423496235919,0.023142848557414136,0.11012672454508424
md_ext,~~,d_ext,,0.15583503693032502,0.004240126770496431,36.752447595353374,0,0.1475245411702679,0.16414553269038215
md_int,~~,d_ext,,0.11706873238348428,0.0032068281777119343,36.5060819900281,0,0.11078346465056067,0.12335400011640789
md_thd,~~,d_ext,,0.04776763872047017,0.0066315707996794804,7.203065482280442,5.88640247656258e-13,0.03476999879217091,0.06076527864876943
