chisq,df,pvalue,cfi,tli,srmr,rmsea,rmsea.ci.lower,rmsea.ci.upper,Test
4.04663322461621e-12,0,NA,0.999999999999998,1,1.77396157076303e-08,0,0,0,Baseline
0.0155502713037838,1,0.900760481865553,1,1.10249145022134,1.45848467005444e-08,0,0,0.0373860693579756,T1: GM-Ext
23.5528730927684,1,1.2152782357111e-06,0.98881910224489,-1.34798852857307,4.40999156835386e-07,0.151238541526193,0.102172339080715,0.206937964754381,T2: GM-Int
1.76250669654354,1,0.184312159736697,0.999621976793087,0.92061512654818,1.73190532097092e-07,0.027808872030962,0,0.0946595473963173,T3: GM_Thd
1.25030871339609,1,0.26349352289238,0.999875906004517,0.973940260948643,1.35666008807332e-07,0.0159330722866296,0,0.0879765555277768,T4: GF_Ext
1.9899600828262,1,0.15834505310733,0.999509213641109,0.89693486463299,1.72104635985655e-07,0.031686216422646,0,0.0973061296283812,T5: GF-Int
0.248977555654198,1,0.617795933765405,1,1.07818924341796,7.51755826152637e-08,0,0,0.066881151290921,T6: GF-Thd
25.3309300602217,3,1.31659631803505e-05,0.988929133563036,0.22503934941249,4.42722610713944e-07,0.0868869036726755,0.0576679903237407,0.119559830674592,T7: GM
3.48924635179288,3,0.322159513496254,0.99975744937623,0.9830214563361,2.11006121580966e-07,0.0128607031243329,0,0.0567480308098228,T8: GF
28.8201764135253,6,6.57935704054813e-05,0.988686582938517,0.604030402848082,5.70532902180336e-07,0.062107695639058,0.0405167336185386,0.0856991335636182,T9: GM-GF
5.26730331924596,5,0.3841365510729,0.999867480694375,0.994434189163772,2.14570111699672e-07,0.00736340547655508,0,0.0453639137133776,T10: GMe-GMt-GF
10.4997699477049,8,0.23168429561358,0.998760704585991,0.967468495382276,0.00834272315497827,0.0178019087412204,0,0.0437801331865505,CM1: MF
8.93539904879111,8,0.347774925112756,0.999536263025924,0.987826904430505,0.00838529514836439,0.0108896773188376,0,0.039919634990348,CM2: GM
9.3890156491883,8,0.310548808604187,0.999311376342609,0.981923628993481,0.0106624738774246,0.0132699754187847,0,0.0410941077501459,CM3: GF
27.1984680340288,14,0.0181408234781932,0.993456677514854,0.901850162722806,0.0219573140280292,0.0309214098471175,0.0124671308456964,0.0481624093687379,CM4: GP
80.219166641121,20,3.60350915773466e-09,0.97014551794165,0.686527938387327,0.0411869505945013,0.0552603861361728,0.0429304036211717,0.0681762974570305,CM5: MFGP
32.4309346633026,17,0.013295454414567,0.992349901406066,0.905498782074929,0.0234888204073049,0.0303412310769272,0.0135821212882719,0.0460558084297239,CM6: MF + GP
18.2895780066537,14,0.193908437077452,0.99787338256604,0.968100738490604,0.0159249035316728,0.0176280717561639,0,0.037621120247972,CM7: MH + GM + GF
21.426117799627,17,0.207807657637083,0.997805691081303,0.972893831004332,0.0177762876950394,0.0162498204254798,0,0.0349339022934253,AM1: MF
37.9546326290921,26,0.0611510823160828,0.994073326064667,0.952130710522312,0.0266510816462891,0.0215944916972046,0,0.035602343323193,AM2: GP
41.0911724248942,29,0.0676142381181676,0.994005634578528,0.956592526258304,0.0277970089631307,0.0205634865200138,0,0.0340590506774656,AM3: MF + GP
55.4911716443603,38,0.0332150397850486,0.99132851051978,0.952078610767207,0.0322099716426533,0.0216062399577677,0.00634811766257897,0.033261758482451,IG1: MF
60.8452362008972,56,0.305774713206719,0.997597907355806,0.990992152584271,0.0375820453866793,0.00936752812542082,0,0.0224990023290339,IG2: GP
75.2452354204314,65,0.180606917965034,0.994920783297025,0.983590222959618,0.0409538600919823,0.0126434569850029,0,0.0236849857262516,IG3: MF + GP
87.5103600189419,71,0.0892062671785139,0.991814761404788,0.975790139366275,0.04350614755366,0.0153571504827631,0,0.0251813948184274,GEN1: MF = GP AM
89.4683410234427,74,0.106330452025918,0.992331356687333,0.978237633842432,0.0438471804042448,0.014560207082174,0,0.0244068353962311,GEN2: MF = GP IG
101.733465617653,80,0.0510229215562624,0.989225334797229,0.971716503842725,0.0462400475162833,0.0165989662249485,0,0.0256048897036702,GEN3: MFGP AM + IG
